"CandidateId","CandidateName","TOTAL_VOTES","Party","WriteInVote","LocalityCode","LocalityName","PrecinctId","PrecinctName","DistrictId","DistrictType","DistrictName","OfficeId","OfficeTitle","ElectionId","ElectionType","ElectionDate","ElectionName","NumberOfSeats"
"wi-cc524","WRITE IN VOTES","","","4","001","ACCOMACK COUNTY","0101","101 - CHINCOTEAGUE","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc463","WRITE IN VOTES","","","4","001","ACCOMACK COUNTY","0101","101 - CHINCOTEAGUE","ed6097","state-house","100","cc463","Member, House of Delegates (100th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs852","Abigail D. Spanberger","174","Democratic","0","001","ACCOMACK COUNTY","0201","201 - ATLANTIC","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs329","Ghazala F. Hashmi","169","Democratic","0","001","ACCOMACK COUNTY","0201","201 - ATLANTIC","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs837","Jason S. Miyares","439","Republican","0","001","ACCOMACK COUNTY","0201","201 - ATLANTIC","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs838","Jay C. Jones","161","Democratic","0","001","ACCOMACK COUNTY","0201","201 - ATLANTIC","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs328","John J. Reid, II","428","Republican","0","001","ACCOMACK COUNTY","0201","201 - ATLANTIC","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs731","Liz W. Richardson","152","Democratic","0","001","ACCOMACK COUNTY","0201","201 - ATLANTIC","ed6097","state-house","100","cc463","Member, House of Delegates (100th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs732","Robert S. Bloxom Jr.","449","Republican","0","001","ACCOMACK COUNTY","0201","201 - ATLANTIC","ed6097","state-house","100","cc463","Member, House of Delegates (100th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs853","Winsome Earle-Sears","427","Republican","0","001","ACCOMACK COUNTY","0201","201 - ATLANTIC","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc535","WRITE IN VOTES","","","0","001","ACCOMACK COUNTY","0201","201 - ATLANTIC","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc216","WRITE IN VOTES","","","2","001","ACCOMACK COUNTY","0201","201 - ATLANTIC","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc524","WRITE IN VOTES","","","1","001","ACCOMACK COUNTY","0201","201 - ATLANTIC","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc463","WRITE IN VOTES","","","1","001","ACCOMACK COUNTY","0201","201 - ATLANTIC","ed6097","state-house","100","cc463","Member, House of Delegates (100th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs852","Abigail D. Spanberger","329","Democratic","0","001","ACCOMACK COUNTY","0202","202 - GREENBACKVILLE","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs329","Ghazala F. Hashmi","322","Democratic","0","001","ACCOMACK COUNTY","0202","202 - GREENBACKVILLE","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs837","Jason S. Miyares","755","Republican","0","001","ACCOMACK COUNTY","0202","202 - GREENBACKVILLE","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs838","Jay C. Jones","293","Democratic","0","001","ACCOMACK COUNTY","0202","202 - GREENBACKVILLE","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs328","John J. Reid, II","735","Republican","0","001","ACCOMACK COUNTY","0202","202 - GREENBACKVILLE","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs731","Liz W. Richardson","315","Democratic","0","001","ACCOMACK COUNTY","0202","202 - GREENBACKVILLE","ed6097","state-house","100","cc463","Member, House of Delegates (100th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs732","Robert S. Bloxom Jr.","745","Republican","0","001","ACCOMACK COUNTY","0202","202 - GREENBACKVILLE","ed6097","state-house","100","cc463","Member, House of Delegates (100th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs853","Winsome Earle-Sears","732","Republican","0","001","ACCOMACK COUNTY","0202","202 - GREENBACKVILLE","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc535","WRITE IN VOTES","","","0","001","ACCOMACK COUNTY","0202","202 - GREENBACKVILLE","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc216","WRITE IN VOTES","","","1","001","ACCOMACK COUNTY","0202","202 - GREENBACKVILLE","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc524","WRITE IN VOTES","","","2","001","ACCOMACK COUNTY","0202","202 - GREENBACKVILLE","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc463","WRITE IN VOTES","","","1","001","ACCOMACK COUNTY","0202","202 - GREENBACKVILLE","ed6097","state-house","100","cc463","Member, House of Delegates (100th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs852","Abigail D. Spanberger","608","Democratic","0","001","ACCOMACK COUNTY","0301","301 - NEW CHURCH","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs329","Ghazala F. Hashmi","580","Democratic","0","001","ACCOMACK COUNTY","0301","301 - NEW CHURCH","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs837","Jason S. Miyares","539","Republican","0","001","ACCOMACK COUNTY","0301","301 - NEW CHURCH","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs838","Jay C. Jones","572","Democratic","0","001","ACCOMACK COUNTY","0301","301 - NEW CHURCH","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs328","John J. Reid, II","528","Republican","0","001","ACCOMACK COUNTY","0301","301 - NEW CHURCH","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs731","Liz W. Richardson","562","Democratic","0","001","ACCOMACK COUNTY","0301","301 - NEW CHURCH","ed6097","state-house","100","cc463","Member, House of Delegates (100th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs732","Robert S. Bloxom Jr.","547","Republican","0","001","ACCOMACK COUNTY","0301","301 - NEW CHURCH","ed6097","state-house","100","cc463","Member, House of Delegates (100th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs853","Winsome Earle-Sears","509","Republican","0","001","ACCOMACK COUNTY","0301","301 - NEW CHURCH","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc535","WRITE IN VOTES","","","0","001","ACCOMACK COUNTY","0301","301 - NEW CHURCH","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc216","WRITE IN VOTES","","","0","001","ACCOMACK COUNTY","0301","301 - NEW CHURCH","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc524","WRITE IN VOTES","","","0","001","ACCOMACK COUNTY","0301","301 - NEW CHURCH","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc463","WRITE IN VOTES","","","1","001","ACCOMACK COUNTY","0301","301 - NEW CHURCH","ed6097","state-house","100","cc463","Member, House of Delegates (100th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs852","Abigail D. Spanberger","158","Democratic","0","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs329","Ghazala F. Hashmi","150","Democratic","0","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs837","Jason S. Miyares","343","Republican","0","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs838","Jay C. Jones","153","Democratic","0","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs328","John J. Reid, II","343","Republican","0","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs731","Liz W. Richardson","145","Democratic","0","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed6097","state-house","100","cc463","Member, House of Delegates (100th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs732","Robert S. Bloxom Jr.","354","Republican","0","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed6097","state-house","100","cc463","Member, House of Delegates (100th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs853","Winsome Earle-Sears","341","Republican","0","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc535","WRITE IN VOTES","","","0","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc216","WRITE IN VOTES","","","1","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc524","WRITE IN VOTES","","","0","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc463","WRITE IN VOTES","","","1","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed6097","state-house","100","cc463","Member, House of Delegates (100th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs852","Abigail D. Spanberger","225","Democratic","0","001","ACCOMACK COUNTY","0402","402 - PARKSLEY","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs329","Ghazala F. Hashmi","208","Democratic","0","001","ACCOMACK COUNTY","0402","402 - PARKSLEY","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs837","Jason S. Miyares","408","Republican","0","001","ACCOMACK COUNTY","0402","402 - PARKSLEY","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs838","Jay C. Jones","198","Democratic","0","001","ACCOMACK COUNTY","0402","402 - PARKSLEY","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs328","John J. Reid, II","392","Republican","0","001","ACCOMACK COUNTY","0402","402 - PARKSLEY","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs731","Liz W. Richardson","183","Democratic","0","001","ACCOMACK COUNTY","0402","402 - PARKSLEY","ed6097","state-house","100","cc463","Member, House of Delegates (100th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs732","Robert S. Bloxom Jr.","424","Republican","0","001","ACCOMACK COUNTY","0402","402 - PARKSLEY","ed6097","state-house","100","cc463","Member, House of Delegates (100th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs853","Winsome Earle-Sears","385","Republican","0","001","ACCOMACK COUNTY","0402","402 - PARKSLEY","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc535","WRITE IN VOTES","","","2","001","ACCOMACK COUNTY","0402","402 - PARKSLEY","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc216","WRITE IN VOTES","","","1","001","ACCOMACK COUNTY","0402","402 - PARKSLEY","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc524","WRITE IN VOTES","","","2","001","ACCOMACK COUNTY","0402","402 - PARKSLEY","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc463","WRITE IN VOTES","","","0","001","ACCOMACK COUNTY","0402","402 - PARKSLEY","ed6097","state-house","100","cc463","Member, House of Delegates (100th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs852","Abigail D. Spanberger","42","Democratic","0","001","ACCOMACK COUNTY","0403","403 - SAXIS","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs329","Ghazala F. Hashmi","42","Democratic","0","001","ACCOMACK COUNTY","0403","403 - SAXIS","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs837","Jason S. Miyares","125","Republican","0","001","ACCOMACK COUNTY","0403","403 - SAXIS","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs838","Jay C. Jones","37","Democratic","0","001","ACCOMACK COUNTY","0403","403 - SAXIS","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs328","John J. Reid, II","120","Republican","0","001","ACCOMACK COUNTY","0403","403 - SAXIS","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs731","Liz W. Richardson","33","Democratic","0","001","ACCOMACK COUNTY","0403","403 - SAXIS","ed6097","state-house","100","cc463","Member, House of Delegates (100th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs732","Robert S. Bloxom Jr.","129","Republican","0","001","ACCOMACK COUNTY","0403","403 - SAXIS","ed6097","state-house","100","cc463","Member, House of Delegates (100th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs853","Winsome Earle-Sears","121","Republican","0","001","ACCOMACK COUNTY","0403","403 - SAXIS","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc535","WRITE IN VOTES","","","0","001","ACCOMACK COUNTY","0403","403 - SAXIS","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc216","WRITE IN VOTES","","","0","001","ACCOMACK COUNTY","0403","403 - SAXIS","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc524","WRITE IN VOTES","","","2","001","ACCOMACK COUNTY","0403","403 - SAXIS","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc463","WRITE IN VOTES","","","0","001","ACCOMACK COUNTY","0403","403 - SAXIS","ed6097","state-house","100","cc463","Member, House of Delegates (100th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs852","Abigail D. Spanberger","298","Democratic","0","001","ACCOMACK COUNTY","0501","501 - MAPPSVILLE","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs329","Ghazala F. Hashmi","281","Democratic","0","001","ACCOMACK COUNTY","0501","501 - MAPPSVILLE","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs837","Jason S. Miyares","224","Republican","0","001","ACCOMACK COUNTY","0501","501 - MAPPSVILLE","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs838","Jay C. Jones","274","Democratic","0","001","ACCOMACK COUNTY","0501","501 - MAPPSVILLE","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs328","John J. Reid, II","218","Republican","0","001","ACCOMACK COUNTY","0501","501 - MAPPSVILLE","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs731","Liz W. Richardson","264","Democratic","0","001","ACCOMACK COUNTY","0501","501 - MAPPSVILLE","ed6097","state-house","100","cc463","Member, House of Delegates (100th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs732","Robert S. Bloxom Jr.","241","Republican","0","001","ACCOMACK COUNTY","0501","501 - MAPPSVILLE","ed6097","state-house","100","cc463","Member, House of Delegates (100th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs853","Winsome Earle-Sears","207","Republican","0","001","ACCOMACK COUNTY","0501","501 - MAPPSVILLE","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc535","WRITE IN VOTES","","","0","001","ACCOMACK COUNTY","0501","501 - MAPPSVILLE","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc216","WRITE IN VOTES","","","0","001","ACCOMACK COUNTY","0501","501 - MAPPSVILLE","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc524","WRITE IN VOTES","","","1","001","ACCOMACK COUNTY","0501","501 - MAPPSVILLE","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc463","WRITE IN VOTES","","","0","001","ACCOMACK COUNTY","0501","501 - MAPPSVILLE","ed6097","state-house","100","cc463","Member, House of Delegates (100th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs852","Abigail D. Spanberger","339","Democratic","0","001","ACCOMACK COUNTY","0502","502 - RUE","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs329","Ghazala F. Hashmi","320","Democratic","0","001","ACCOMACK COUNTY","0502","502 - RUE","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs837","Jason S. Miyares","129","Republican","0","001","ACCOMACK COUNTY","0502","502 - RUE","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs838","Jay C. Jones","325","Democratic","0","001","ACCOMACK COUNTY","0502","502 - RUE","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs328","John J. Reid, II","134","Republican","0","001","ACCOMACK COUNTY","0502","502 - RUE","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs731","Liz W. Richardson","314","Democratic","0","001","ACCOMACK COUNTY","0502","502 - RUE","ed6097","state-house","100","cc463","Member, House of Delegates (100th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs732","Robert S. Bloxom Jr.","141","Republican","0","001","ACCOMACK COUNTY","0502","502 - RUE","ed6097","state-house","100","cc463","Member, House of Delegates (100th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs853","Winsome Earle-Sears","120","Republican","0","001","ACCOMACK COUNTY","0502","502 - RUE","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc535","WRITE IN VOTES","","","0","001","ACCOMACK COUNTY","0502","502 - RUE","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc216","WRITE IN VOTES","","","1","001","ACCOMACK COUNTY","0502","502 - RUE","ed3","state","Virginia","cc216","Lieutenant Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc524","WRITE IN VOTES","","","0","001","ACCOMACK COUNTY","0502","502 - RUE","ed3","state","Virginia","cc524","Attorney General","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"wi-cc463","WRITE IN VOTES","","","1","001","ACCOMACK COUNTY","0502","502 - RUE","ed6097","state-house","100","cc463","Member, House of Delegates (100th District)","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
"cs852","Abigail D. Spanberger","511","Democratic","0","001","ACCOMACK COUNTY","0601","601 - ACCOMAC","ed3","state","Virginia","cc535","Governor","8e12a3ef-b316-447a-ac23-d0beb7f3fbe8","General","2025-11-04","2025 November General","1"
